no,exact_match,word_accuracy,input_sentence,target_sentence,llm_output,processing_time
12,False,0.8333333333333334,Di ruang tamu fadilah melihat ayah memersihkabn dan membereskan piala di lemari.,Di ruang tamu fadilah melihat ayah membersihkan dan membereskan piala di lemari.,"Di ruang tamu, Fadilah melihat ayah membersihkan dan membersihkan piala di lemari.",0.44536709785461426
13,False,0.75,Ayah membersihkan lpiaa itu.,Ayah membersihkan piala itu.,Ayah membersihkan lipat itu.,0.17419910430908203
14,True,1.0,"Kata ayah dan ibu, dokumen dan dbena berharga harus dirawat dengan baik.","Kata ayah dan ibu, dokumen dan benda berharga harus dirawat dengan baik.","Kata ayah dan ibu, dokumen dan benda berharga harus dirawat dengan baik.",0.35985469818115234
15,True,1.0,Supaya tidak mudah rusak dan dapat dignuakan kembali.,Supaya tidak mudah rusak dan dapat digunakan kembali.,Supaya tidak mudah rusak dan dapat digunakan kembali.,0.24509716033935547
16,False,0.6,Apakah kamu mempunyai ktaa kelahiran?,Apakah kamu mempunyai akta kelahiran?,Apakah kamu memiliki ktpa kelahiran?,0.2024400234222412
17,False,0.8333333333333334,Semua orang harus memiikli akta kelahiran.,Semua orang harus memiliki akta kelahiran.,Semua orang harus menerima akta kelahiran.,0.22316813468933105
18,True,1.0,Akta kelahiran tidak bohle hilang.,Akta kelahiran tidak boleh hilang.,Akta kelahiran tidak boleh hilang.,0.21323251724243164
19,True,1.0,Akta kelahiran harus digjaa dan dipelihara.,Akta kelahiran harus dijaga dan dipelihara.,Akta kelahiran harus dijaga dan dipelihara.,0.24833011627197266
20,True,1.0,Supaya tidak rusak taau hilang.,Supaya tidak rusak atau hilang.,Supaya tidak rusak atau hilang.,0.1787564754486084
21,False,0.5,Akta kelahiran abis dilaminating.,Akta kelahiran bisa dilaminating.,Akta kelahiran asli dibuatkan.,0.20584917068481445
22,False,0.8571428571428571,Bisa juga dimasukkan dalam map yang berish.,Bisa juga dimasukkan dalam map yang bersih.,Bisa juga dimasukkan dalam map yang berisi.,0.21666479110717773
23,True,1.0,Liatlhah gambar ini!,Lihatlah gambar ini!,Lihatlah gambar ini!,0.14647173881530762
24,False,0.8571428571428571,Gambar di atas merupakan sebagian contoh dokmuen.,Gambar di atas merupakan sebagian contoh dokumen.,Gambar di atas merupakan sebagian contoh dokument.,0.21810197830200195
25,False,0.9,"Kartu keluarga, ktp, dan sim biasanya dilminatinag supaya tidak rusak.","Kartu keluarga, ktp, dan sim biasanya dilaminating supaya tidak rusak.","Kartu keluarga, KTP, dan SIM biasanya dimasukkan supaya tidak rusak.",0.3773007392883301
26,False,0.75,Laminating adalah penepregsan dokumen.,Laminating adalah pengepresan dokumen.,Laminating adalah penepesan dokumen.,0.1880192756652832
27,False,0.9090909090909091,Dokumen dilapisi plastik khusus dan kemudian dipnaskaan dengan mesin sampai merekat.,Dokumen dilapisi plastik khusus dan kemudian dipanaskan dengan mesin sampai merekat.,Dokumen dilapisi plastik khusus dan kemudian ditempaskan dengan mesin sampai merekat.,0.43400073051452637
28,True,1.0,Ktp dan sim adalah identitas diri gyan harus selalu dibawa.,Ktp dan sim adalah identitas diri yang harus selalu dibawa.,KTP dan SIM adalah identitas diri yang harus selalu dibawa.,0.2756059169769287
29,True,1.0,Koleksi benda berharga dirawat dengan cara dibrsihekan dari debu dan kotoran.,Koleksi benda berharga dirawat dengan cara dibersihkan dari debu dan kotoran.,Koleksi benda berharga dirawat dengan cara dibersihkan dari debu dan kotoran.,0.3930478096008301
30,True,1.0,Ttempa untuk menyimpannya pun jangan sembarangan.,Tempat untuk menyimpannya pun jangan sembarangan.,Tempat untuk menyimpannya pun jangan sembarangan.,0.2313854694366455
31,True,1.0,Supaya tidak kusam dan tidak mudah arusk.,Supaya tidak kusam dan tidak mudah rusak.,Supaya tidak kusam dan tidak mudah rusak.,0.2217862606048584
32,False,0.4375,"Contoh benda koleksi adalah piala, medali, guan kuno, buku, perangko lama, lukisan, dan masih banyak lagi.","Contoh benda koleksi adalah piala, medali, uang kuno, buku, perangko lama, lukisan, dan masih banyak lagi.","Contoh benda koleksi adalah piala, medali, buku kuno, perangko lama, lukisan, dan guan lagi.",0.5268959999084473
33,False,0.8571428571428571,Jika terawat dengan baik harganya jadi amhal.,Jika terawat dengan baik harganya jadi mahal.,Jika terawat dengan baik harganya menjadi mahal.,0.24574685096740723
34,False,0.625,"Jika atidk terawat, kelihatan jelek dan tidak laku.","Jika tidak terawat, kelihatan jelek dan tidak laku.","Jika atidak terawat, kelihatannya jelek dan tidak layak.",0.3062722682952881
35,False,0.6666666666666666,Sebutkan macam-macam dokmuen!,Sebutkan macam-macam dokumen!,Sebutkan macam-macam dokumen.,0.19420647621154785
36,False,0.8571428571428571,Apa yang terjadi jika dokumen tidak dirwaat?,Apa yang terjadi jika dokumen tidak dirawat?,Apa yang terjadi jika dokumen tidak diwartakan.,0.2349224090576172
37,False,0.8571428571428571,Bagaimana supaya ktp dan sim menjadi tawe?,Bagaimana supaya ktp dan sim menjadi awet?,Bagaimana supaya KTP dan SIM menjadi tabah?,0.2351515293121338
38,False,0.8333333333333334,Apa sajakah benda anyg layak dikoleksi?,Apa sajakah benda yang layak dikoleksi?,Apa saja benda yang layak dikoleksi?,0.22166752815246582
39,False,0.6,Bagaimana cara merawat beand koleksi?,Bagaimana cara merawat benda koleksi?,Bagaimana cara merawat koleksi benda?,0.22059369087219238
40,False,0.9411764705882353,Jodohkanlah dengan cara menarik garis lurus ntaraa dokumen di sebelah kiri dengan cara perawatannya di sebelah kanan!,Jodohkanlah dengan cara menarik garis lurus antara dokumen di sebelah kiri dengan cara perawatannya di sebelah kanan!,Jodohkanlah dengan cara menarik garis lurus antara dokumen di sebelah kiri dengan cara perawatan di sebelah kanan!,0.5713939666748047
41,True,1.0,Cermatilah gambar di bahwa ini!,Cermatilah gambar di bawah ini!,Cermatilah gambar di bawah ini!,0.22153544425964355
42,False,0.9230769230769231,"Berilah tanda v pada kolom ya, abukn, atau tidak tahu sesuai dengan pendapatmu.","Berilah tanda v pada kolom ya, bukan, atau tidak tahu sesuai dengan pendapatmu.","Berilah tanda v pada kolom ya, abun, atau tidak tahu sesuai dengan pendapatmu.",0.41230106353759766
43,False,0.4,Hasilnya kumpulkan kepdaa gurumu!,Hasilnya kumpulkan kepada gurumu!,Hasilnya kumpulkan kepadaga guru mu.,0.22209644317626953
44,False,0.9333333333333333,Guru mengajarkan anak cara menyimpan dan merwaat dokumen serta koleksi benda berharga pribadi serta keluarganya.,Guru mengajarkan anak cara menyimpan dan merawat dokumen serta koleksi benda berharga pribadi serta keluarganya.,Guru mengajarkan anak cara menyimpan dan mewarati dokumen serta koleksi benda berharga pribadi serta keluarganya.,0.5100207328796387
45,False,0.4166666666666667,Suatu hari mahdi mengajak muti menyusun pernagko dalam album.,Suatu hari mahdi mengajak muti menyusun perangko dalam album.,Suatu hari mahdi mengajak Muti (diperbaiki dari muti) menyusun perangko dalam album.,0.4519202709197998
46,False,0.11764705882352941,Muti adalah kadi mahdi.,Muti adalah adik mahdi.,"Muti adalah kadi mahdi -> tidak ada transposisi, tetapi ""kadi"" seharusnya menjadi ""kadhi"". 

Muti adalah kadhi mahdi.",0.5937542915344238
47,False,0.6,Mahdi sangat sayang kedpaa muti.,Mahdi sangat sayang kepada muti.,Mahdi sangat sayang kepadamu.,0.177140474319458
48,False,0.8888888888888888,"Bersihkan dokumen dan benda koleksi dari ktoroan, terutama debu.","Bersihkan dokumen dan benda koleksi dari kotoran, terutama debu.","Bersihkan dokumen dan benda koleksi dari kotakan, terutama debu.",0.3499338626861572
49,True,1.0,Simpan dokumen dan benda koleksi di temapt yang kering.,Simpan dokumen dan benda koleksi di tempat yang kering.,Simpan dokumen dan benda koleksi di tempat yang kering.,0.27771615982055664
50,False,0.8333333333333334,Jangan lupa bersihkan uldu tempat itu.,Jangan lupa bersihkan dulu tempat itu.,Jangan lupa bersihkan udul tempat itu.,0.24290919303894043
51,True,1.0,Diberi kapur barus supaya tidak ada bintaang pengganggu.,Diberi kapur barus supaya tidak ada binatang pengganggu.,Diberi kapur barus supaya tidak ada binatang pengganggu.,0.30440592765808105
52,True,1.0,Disimnpa dengan rapi dan menarik.,Disimpan dengan rapi dan menarik.,Disimpan dengan rapi dan menarik.,0.1900005340576172
53,False,0.14814814814814814,Dokumen yang ada di map plastik sekli-sekaali harus dikeluarkan dulu atau ditukar tempat supaya tidak melekat.,Dokumen yang ada di map plastik sekali-sekali harus dikeluarkan dulu atau ditukar tempat supaya tidak melekat.,"Dokumen yang ada di peta map plastik sekli-sekaali harus dikeluarkan dulu atau ditukar tempat supaya tidak melekat.

(Note: I corrected ""peta"" to its correct position before ""map"")",0.7915983200073242
54,True,1.0,Jawablah pertanyaan-pertanyaan di bahwa ini!,Jawablah pertanyaan-pertanyaan di bawah ini!,Jawablah pertanyaan-pertanyaan di bawah ini!,0.2772700786590576
55,False,0.8333333333333334,Apa yang dilakukan maihd dan muti?,Apa yang dilakukan mahdi dan muti?,Apa yang dilakukan Maihd dan Muti?,0.2078838348388672
56,False,0.8333333333333334,Apa akibatnya jika peragkno tidak disusun?,Apa akibatnya jika perangko tidak disusun?,Apa akibatnya jika perkano tidak disusun?,0.2514791488647461
57,True,1.0,Bagaimana cara merawat dokumen dan benda kolkesi?,Bagaimana cara merawat dokumen dan benda koleksi?,Bagaimana cara merawat dokumen dan benda koleksi?,0.26102256774902344
58,True,1.0,Sulit atau mudahkah merawat dokumen dan dbena koleksi itu?,Sulit atau mudahkah merawat dokumen dan benda koleksi itu?,Sulit atau mudahkah merawat dokumen dan benda koleksi itu?,0.31882667541503906
59,False,0.9,Mengapa dokumen yang ada dalam map platsik harus dikeluarkan sekali-sekali?,Mengapa dokumen yang ada dalam map plastik harus dikeluarkan sekali-sekali?,Mengapa dokumen yang ada dalam peta plastik harus dikeluarkan sekali-sekali?,0.37782907485961914
60,False,0.5,Ceritakanlah di depan kelas benda apakah gyan kamu dan keluargamu koleksi!,Ceritakanlah di depan kelas benda apakah yang kamu dan keluargamu koleksi!,"Ceritakanlah di depan kelas, apa benda yang kamu dan keluarga miliki koleksi!",0.4073374271392822
61,False,0.5,Ceritakan pula bagaimana arca kamu merawatnya!,Ceritakan pula bagaimana cara kamu merawatnya!,Ceritakan pula bagaimana kamu merawat arca!,0.2761116027832031
62,True,1.0,Tempelkan foto pada setiap halaman buku gamabr.,Tempelkan foto pada setiap halaman buku gambar.,Tempelkan foto pada setiap halaman buku gambar.,0.24615073204040527
63,False,0.2727272727272727,Jangan lupa beri komentarmu atau cerita sinkgat tentang foto tersebut.,Jangan lupa beri komentarmu atau cerita singkat tentang foto tersebut.,Jangan lupa beri komentar mu atau cerita singkat tentang foto tersebut.,0.2908961772918701
64,True,1.0,Hias sesukamu denagn menarik.,Hias sesukamu dengan menarik.,Hias sesukamu dengan menarik.,0.18896913528442383
65,False,0.625,Dokumen dan koleksi benda harus selalu dirwaat dan dipelihara dengan baik.,Dokumen dan koleksi benda harus selalu dirawat dan dipelihara dengan baik.,"Dokumen dan koleksi benda harus selalu diperlakukan dan dipelihara dengan baik.

(Deteksi error: ""dirwaat"" -> ""diperlakukan"")",0.6443328857421875
66,False,0.9411764705882353,"Merupakan contoh dokumen penting adalah foto,  akta kelahiran, hijaza, kartu keluarga, surat tanah, ktp, sim, dan lain-lain.","Merupakan contoh dokumen penting adalah foto,  akta kelahiran, ijazah, kartu keluarga, surat tanah, ktp, sim, dan lain-lain.","Merupakan contoh dokumen penting adalah foto, akta kelahiran, hajza, kartu keluarga, surat tanah, KTP, SIM, dan lain-lain.",0.6604218482971191
67,False,0.625,Ktp dan sim biasanya dilaminating supaya tawe.,Ktp dan sim biasanya dilaminating supaya awet.,Ktp dan sim biasanya dilematisapkan supaya kita tahu.,0.29198741912841797
68,False,0.0,Memelirhaa benda koleksi harus diperhatikan tempat dan kebersihannya.,Memelihara benda koleksi harus diperhatikan tempat dan kebersihannya.,Memperhatikan tempat dan kebersihan benda koleksi harus dipepati.,0.344012975692749
69,False,0.8888888888888888,Merawat dokumen dan benda koleksi dibutuhkan kemuaan yang kuat.,Merawat dokumen dan benda koleksi dibutuhkan kemauan yang kuat.,Merawat dokumen dan benda koleksi dibutuhkan keamanan yang kuat.,0.3509180545806885
70,True,1.0,Pilihlah jawaban gyan benar!,Pilihlah jawaban yang benar!,Pilihlah jawaban yang benar!,0.17771434783935547
71,True,1.0,Isilah titik-titik di bawah ini dengan jwabaan yang benar!,Isilah titik-titik di bawah ini dengan jawaban yang benar!,Isilah titik-titik di bawah ini dengan jawaban yang benar!,0.3241305351257324
72,True,1.0,Jawabhla pertanyaan berikut ini dengan singkat dan jelas!,Jawablah pertanyaan berikut ini dengan singkat dan jelas!,Jawablah pertanyaan berikut ini dengan singkat dan jelas!,0.2939717769622803
73,True,1.0,Siapakah yang harus memelihara dokumen dan dbena koleksi keluarga?,Siapakah yang harus memelihara dokumen dan benda koleksi keluarga?,Siapakah yang harus memelihara dokumen dan benda koleksi keluarga?,-0.5196902751922607
74,True,1.0,Apa yang kamu lakukan untuk merawat dan memelihara enbda koleksi?,Apa yang kamu lakukan untuk merawat dan memelihara benda koleksi?,Apa yang kamu lakukan untuk merawat dan memelihara benda koleksi?,-1.0085723400115967
75,False,0.8571428571428571,Mengapa dokumen dan benda koleksi harus diplihaera?,Mengapa dokumen dan benda koleksi harus dipelihara?,Mengapa dokumen dan benda koleksi harus dilihera?,0.2767150402069092
76,True,1.0,Bagaimana cara memelihara olkeksi piala?,Bagaimana cara memelihara koleksi piala?,Bagaimana cara memelihara koleksi piala?,0.24937963485717773
77,False,0.625,Sebutkan apa saja yang termasuk benda kolkesi itu?,Sebutkan apa saja yang termasuk benda koleksi itu?,Sebutkan apa saja yang termasuk bendakolsesi itu.,0.2631218433380127
78,False,0.3333333333333333,Kamu pasti menuykai cerita.,Kamu pasti menyukai cerita.,Kamu pasti mnyukai cerita. -> Kamu pasti menyukai cerita.,0.3663063049316406
79,False,0.75,Kamu juga asuk bercerita.,Kamu juga suka bercerita.,Kamu juga ikut bercerita.,0.19109559059143066
80,False,0.6,Dokumen keluarga sebagai suembr cerita.,Dokumen keluarga sebagai sumber cerita.,Dokumen keluarga sebagai cerita seru.,0.22173643112182617
81,False,0.8333333333333334,Bisakah kamu bercerita berdsaar dokumen keluarga?,Bisakah kamu bercerita berdasar dokumen keluarga?,Bisakah kamu bercerita tentang dokumen keluarga?,0.2620406150817871
82,True,1.0,Suatu hari roni melihat album foto id lemari.,Suatu hari roni melihat album foto di lemari.,Suatu hari Roni melihat album foto di lemari.,0.2331857681274414
83,False,0.8333333333333334,Ternyata album itu besrii foto-foto dirinya.,Ternyata album itu berisi foto-foto dirinya.,Ternyata album itu bersisi foto-foto dirinya.,0.2470250129699707
84,True,1.0,Ada fotonya ketika masih bayi sedang dignedong ibu.,Ada fotonya ketika masih bayi sedang digendong ibu.,Ada fotonya ketika masih bayi sedang digendong ibu.,0.2748298645019531
85,False,0.6,Waktu itu roni arbu dilahirkan.,Waktu itu roni baru dilahirkan.,Waktu itu Rony Arbu dilahirkan.,0.20465660095214844
86,True,1.0,"Ada pula foto-foto lainnya bersama keluarga, ketkia roni masih kecil.","Ada pula foto-foto lainnya bersama keluarga, ketika roni masih kecil.","Ada pula foto-foto lainnya bersama keluarga, ketika roni masih kecil.",0.3572201728820801
87,True,1.0,"Kalau melihat foto, kita bisa mengenang amsa lalu.","Kalau melihat foto, kita bisa mengenang masa lalu.","Kalau melihat foto, kita bisa mengenang masa lalu.",0.2579231262207031
88,False,0.5,Kamu bisa melihat dirimu ketika baru bermuur satu tahun.,Kamu bisa melihat dirimu ketika baru berumur satu tahun.,Kamu bisa melihat dirimu ketika kamu baru berumur satu tahun.,0.2862584590911865
89,False,0.8888888888888888,Foto bisa mengingatkan kembali kenangan yang asudh kamu lupa.,Foto bisa mengingatkan kembali kenangan yang sudah kamu lupa.,Foto bisa mengingatkan kembali kenangan yang asuh kamu lupa.,0.2839674949645996
90,False,0.75,Apakah kamu peranh difoto?,Apakah kamu pernah difoto?,Apakah kamu telah difoto?,0.142622709274292
91,True,1.0,Di mana ukam difoto?,Di mana kamu difoto?,Di mana kamu difoto?,0.13041067123413086
92,True,1.0,Dengan siapa ukam difoto?,Dengan siapa kamu difoto?,Dengan siapa kamu difoto?,0.157332181930542
93,True,1.0,Foto harus disimpan deangn baik.,Foto harus disimpan dengan baik.,Foto harus disimpan dengan baik.,0.14447355270385742
94,True,1.0,Guru membimbing anak agar mereka mengetahui iart dokumen dan macam-macam dokumen.,Guru membimbing anak agar mereka mengetahui arti dokumen dan macam-macam dokumen.,Guru membimbing anak agar mereka mengetahui arti dokumen dan macam-macam dokumen.,0.38481569290161133
95,False,0.75,Guru memperlihatkan mcam-maacam dokumen.,Guru memperlihatkan macam-macam dokumen.,Guru memperlihatkan contoh-contoh dokumen.,0.24384498596191406
96,False,0.5,Ini adalah ftokou.,Ini adalah fotoku.,Ini adalah foto Anda.,0.11802911758422852
97,True,1.0,Foto ini dibuat satu tahun yang ulal.,Foto ini dibuat satu tahun yang lalu.,Foto ini dibuat satu tahun yang lalu.,0.18671584129333496
98,False,0.42857142857142855,Foto ini juga ditepeml diraporku.,Foto ini juga ditempel diraporku.,Foto ini juga di terpemapilkan dalam raportku.,0.2466745376586914
99,True,1.0,Kalau ini ofto keluargaku.,Kalau ini foto keluargaku.,Kalau ini foto keluargaku.,0.17190051078796387
100,False,0.8571428571428571,"Selain ada aku, ada ayah dan kibuu.","Selain ada aku, ada ayah dan ibuku.","Selain ada aku, ada ayah dan buku.",0.2144031524658203
101,False,0.36363636363636365,Kakak dan adikku ugja ada.,Kakak dan adikku juga ada.,"Kakak dan adikku jugaa ada.

Corrected: Kakak dan adikku sudah ada.",0.3707549571990967
102,False,0.35714285714285715,Bisakah kamu tunjukkan anyg mana diriku?,Bisakah kamu tunjukkan yang mana diriku?,"Bisakah kamu tunjukkan ayng mana diriku? 

 Corrected sentence:
Bisakah kamu menunjukkan saya di mana?",0.45370960235595703
103,True,1.0,Semua foto disimpan dengan baik oleh haya dan ibu.,Semua foto disimpan dengan baik oleh ayah dan ibu.,Semua foto disimpan dengan baik oleh ayah dan ibu.,0.24092388153076172
104,False,0.8571428571428571,Suatu saat nanti foto akan jadi kennagan.,Suatu saat nanti foto akan jadi kenangan.,Suatu saat nanti foto akan menjadi kenangan.,0.19867897033691406
105,False,0.2,Walaupun kamu nanti suhda besar.,Walaupun kamu nanti sudah besar.,"Walaupun kamu nanti akan mendapat suhdah besar menjadi ""Walaupun kamu nanti akan mendapatkan hadiah besar"".",0.4935777187347412
106,False,0.6666666666666666,Kamu imash bisa melihat dirimu ketika masih bayi.,Kamu masih bisa melihat dirimu ketika masih bayi.,Kamu masih bisa melihat dirimu ketika kamu masih bayi.,0.26116275787353516
107,False,0.6521739130434783,"Tanyakanlah kepada orang tuamu apakah mereka memliiki foto dirimu, misalnya foto ketika kamu bayi, ketika dikhitan, ketika ulang tahun, atau apa pun.","Tanyakanlah kepada orang tuamu apakah mereka memiliki foto dirimu, misalnya foto ketika kamu bayi, ketika dikhitan, ketika ulang tahun, atau apa pun.","Tanyakanlah kepada orang tuamu apakah mereka memiliki foto dirimu, misalnya foto ketika kamu bayi, ketika khamilah khitan, ketika ulang tahun, atau apa pun.",0.7022159099578857
108,False,0.8571428571428571,Ceritankalah peristiwa yang ada di foto itu!,Ceritakanlah peristiwa yang ada di foto itu!,Ceritakalah peristiwa yang ada di foto itu!,0.24330639839172363
109,False,0.36363636363636365,Minta pula keapda orang tuamu fotomu pada saat sekarang.,Minta pula kepada orang tuamu fotomu pada saat sekarang.,Minta pula kepada orang tua mu foto mu pada saat sekarang.,0.2748372554779053
110,False,0.23333333333333334,Tempelkanlah foto tersebut pada pojok kreativitas gyan sudah disiapkan.,Tempelkanlah foto tersebut pada pojok kreativitas yang sudah disiapkan.,"Tempelkanlah foto tersebut pada pojok kreatifitas guru sudah disiapkan. 

correction: kreatifitas -> kreativitas, guru -> gyn tidak ada karena yang benar adalah 'guru' jadi saran saya tidak mengubahnya menjadi gyan",0.8942751884460449
111,False,0.7142857142857143,Mintalah bantuan gurumu jika kamu mengalami kesluitan.,Mintalah bantuan gurumu jika kamu mengalami kesulitan.,Mintaalah bantuan guru-mu jika kamu mengalami kesulitan.,0.3002934455871582
112,True,1.0,Jangan lupa iber nama.,Jangan lupa beri nama.,Jangan lupa beri nama.,0.1580970287322998
113,False,0.6666666666666666,Perhatikanlah otfomu dan foto kawan-kawan sekelasmu.,Perhatikanlah fotomu dan foto kawan-kawan sekelasmu.,Perhatikanlah otfunganmu dan foto kawan-kawan sekalianmu.,0.3002359867095947
114,True,1.0,Buatlah suatu pojok kreativitas di kelas sebgaai tempat untuk anak-anak menempelkan foto.,Buatlah suatu pojok kreativitas di kelas sebagai tempat untuk anak-anak menempelkan foto.,Buatlah suatu pojok kreativitas di kelas sebagai tempat untuk anak-anak menempelkan foto.,0.4396541118621826
115,False,0.56,Pojok kreativitas bisa dihias oleh guru uata melibatkan anak-anak untuk menjadikannya lebih semarak dan menarik.,Pojok kreativitas bisa dihias oleh guru atau melibatkan anak-anak untuk menjadikannya lebih semarak dan menarik.,"Pojok kreativitas bisa dihias oleh guru dengan melibatkan anak-anak untuk menjadikannya lebih semarak dan menarik.

(Note: The transposition error was ""uata"" which should be ""dengan"")",0.7769696712493896
116,False,0.0,"Berilah judul atau tema pada pojok kretiviatas ini, misalnya ""pojok diriku"" atau ""inilah aku"".","Berilah judul atau tema pada pojok kreativitas ini, misalnya ""pojok diriku"" atau ""inilah aku"".","Berikut adalah teks yang telah diperbaiki dengan memperhatikan prioritas transposisi:

Berilah judul atau tema pada pojok kreativitas ini, misalnya ""pojok diriku"" atau ""inilah aku"".",0.8259968757629395
117,False,0.21568627450980393,"Aku lahir tanggal 21, tepatnya tanggal 12 oktober tahun 2000 di bandung, jawab raihan.","Aku lahir tanggal 12, tepatnya tanggal 12 oktober tahun 2000 di bandung, jawab raihan.","Aku lahir tanggal 21, tepatnya tanggal 12 Oktober tahun 2000 di Bandung, Jawaban adalah ""raihan"" bukan ""jawab raihan"". 

However, it seems there's a transposition error in the word order: ""Jawaban"" should be placed before the phrase.

Aku lahir tanggal 21, tepatnya tanggal 12 Oktober tahun 2000 di Bandung, jawaban adalah raihan.",1.4455819129943848
118,False,0.8333333333333334,"Namanya adalah akta kelhairan,"" kata raihan.","Namanya adalah akta kelahiran,"" kata raihan.","Namanya adalah akta kelahiran,"" kata Rahayu.",0.24652767181396484
119,False,0.8888888888888888,"Ketika anak dilahirkan, dokter atau bidan memubat surat kelahiran.","Ketika anak dilahirkan, dokter atau bidan membuat surat kelahiran.","Ketika anak dilahirkan, dokter atau bidan membubarkan surat kelahiran.",0.3642313480377197
120,True,1.0,"Lalu ayah melaporkannya kepada pak rt, pak rw, adn pak lurah.","Lalu ayah melaporkannya kepada pak rt, pak rw, dan pak lurah.","Lalu ayah melaporkannya kepada Pak RT, Pak RW, dan Pak Lurah.",0.3504610061645508
121,False,0.6,Kemudian ayah diberi sutra keterangan.,Kemudian ayah diberi surat keterangan.,Kemudian ayah diberi keterangan sutra.,0.2483844757080078
122,True,1.0,Surat keterangan itu dibawanya ke kantor ctataan sipil untuk dibuatkan akta kelahiran.,Surat keterangan itu dibawanya ke kantor catatan sipil untuk dibuatkan akta kelahiran.,Surat keterangan itu dibawanya ke kantor catatan sipil untuk dibuatkan akta kelahiran.,0.41115355491638184
123,False,0.6666666666666666,Akta kelahiran disebut juga sebagai surat dtana kenal lahir.,Akta kelahiran disebut juga sebagai surat tanda kenal lahir.,Akta kelahiran disebut juga sebagai surat daftar lahir.,0.2948288917541504
124,False,0.3,Semua orang memiliki ktaa kelahiran.,Semua orang memiliki akta kelahiran.,Semua orang memiliki ktaa ->  Semua orang memiliki akta kelahiran.,0.33188724517822266
125,True,1.0,Akta kelahiran sanagt penting.,Akta kelahiran sangat penting.,Akta kelahiran sangat penting.,0.1767749786376953
126,True,1.0,Akta sangat banayk gunanya.,Akta sangat banyak gunanya.,Akta sangat banyak gunanya.,0.1494309902191162
127,True,1.0,Akta berguna untuk melajutnkan sekolah.,Akta berguna untuk melanjutkan sekolah.,Akta berguna untuk melanjutkan sekolah.,0.22226166725158691
128,True,1.0,Akta juga berguna unktu mencari pekerjaan.,Akta juga berguna untuk mencari pekerjaan.,Akta juga berguna untuk mencari pekerjaan.,0.21943378448486328
129,True,1.0,"Kalau kamu akan pergi ke luar ngerei, kamu memerlukan akta kelahiran.","Kalau kamu akan pergi ke luar negeri, kamu memerlukan akta kelahiran.","Kalau kamu akan pergi ke luar negeri, kamu memerlukan akta kelahiran.",0.38016414642333984
130,True,1.0,Perhtiakanlah akta kelahiran di bawah ini!,Perhatikanlah akta kelahiran di bawah ini!,Perhatikanlah akta kelahiran di bawah ini!,0.2510037422180176
131,True,1.0,"Contoh lain yang termasuk dokumen adalah ktp, kartu keluraga, ijazah, dan sim.","Contoh lain yang termasuk dokumen adalah ktp, kartu keluarga, ijazah, dan sim.","Contoh lain yang termasuk dokumen adalah KTP, kartu keluarga, Ijazah, dan SIM.",0.438122034072876
132,True,1.0,Ktp singkatan dari kaurt tanda penduduk.,Ktp singkatan dari kartu tanda penduduk.,KTP singkatan dari Kartu Tanda Penduduk.,0.24970602989196777
